feature,weight
intercept,0.021584194316261726
age,-0.010187092496904991
sex,0.7112826062805697
cp,0.6051183033473704
trestbps,0.14793764225787145
chol,0.4607904303488892
fbs,-0.16758534931860516
restecg,0.19860155363020077
thalach,-0.49515826621777903
exang,0.24241685163776544
oldpeak,0.1434518098916374
slope,0.2426096794015263
ca,1.017495546250164
thal,0.5460463645803699
